"player";"lineup";"post";"matchday"
"Alexis Sánchez";"starting";"Left Wing";32
"Theo Walcott";"starting";"Right Wing";32
"Danny Welbeck";"starting";"Centre-Forward";32
"Matt Macey";"bench";"Keeper";32
"Per Mertesacker";"bench";"Centre-Back";32
"Kieran Gibbs";"bench";"Left-Back";32
"Francis Coquelin";"bench";"Defensive Midfield";32
"Aaron Ramsey";"bench";"Central Midfield";32
"Alex Oxlade-Chamberlain";"bench";"Right Midfield";32
"Olivier Giroud";"bench";"Centre-Forward";32
"Petr Cech";"starting";"Keeper";33
"Gabriel Paulista";"starting";"Centre-Back";33
"Laurent Koscielny";"starting";"Centre-Back";33
"Rob Holding";"starting";"Centre-Back";33
"Granit Xhaka";"starting";"Defensive Midfield";33
"Aaron Ramsey";"starting";"Defensive Midfield";33
"Alex Oxlade-Chamberlain";"starting";"Right Midfield";33
"Nacho Monreal";"starting";"Left Midfield";33
"Mesut Özil";"starting";"Attacking Midfield";33
"Alexis Sánchez";"starting";"Attacking Midfield";33
"Olivier Giroud";"starting";"Centre-Forward";33
"Emiliano Martínez";"bench";"Keeper";33
"Kieran Gibbs";"bench";"Left-Back";33
"Héctor Bellerín";"bench";"Right-Back";33
"Francis Coquelin";"bench";"Defensive Midfield";33
"Mohamed Elneny";"bench";"Defensive Midfield";33
"Alex Iwobi";"bench";"Left Wing";33
"Theo Walcott";"bench";"Right Wing";33
"Petr Cech";"starting";"Keeper";34
"Rob Holding";"starting";"Centre-Back";34
"Shkodran Mustafi";"starting";"Centre-Back";34
"Nacho Monreal";"starting";"Centre-Back";34
"Granit Xhaka";"starting";"Defensive Midfield";34
"Héctor Bellerín";"starting";"Right Midfield";34
"Kieran Gibbs";"starting";"Left Midfield";34
"Aaron Ramsey";"starting";"Attacking Midfield";34
"Mesut Özil";"starting";"Attacking Midfield";34
"Alexis Sánchez";"starting";"Centre-Forward";34
"Olivier Giroud";"starting";"Centre-Forward";34
"David Ospina";"bench";"Keeper";34
"Gabriel Paulista";"bench";"Centre-Back";34
"Francis Coquelin";"bench";"Defensive Midfield";34
"Mohamed Elneny";"bench";"Defensive Midfield";34
"Alex Iwobi";"bench";"Left Wing";34
"Theo Walcott";"bench";"Right Wing";34
"Danny Welbeck";"bench";"Centre-Forward";34
"Petr Cech";"starting";"Keeper";35
"Gabriel Paulista";"starting";"Centre-Back";35
"Laurent Koscielny";"starting";"Centre-Back";35
"Nacho Monreal";"starting";"Centre-Back";35
"Granit Xhaka";"starting";"Defensive Midfield";35
"Aaron Ramsey";"starting";"Defensive Midfield";35
"Alex Oxlade-Chamberlain";"starting";"Right Midfield";35
"Kieran Gibbs";"starting";"Left Midfield";35
"Mesut Özil";"starting";"Attacking Midfield";35
"Alexis Sánchez";"starting";"Attacking Midfield";35
"Olivier Giroud";"starting";"Centre-Forward";35
"David Ospina";"bench";"Keeper";35
"Rob Holding";"bench";"Centre-Back";35
"Héctor Bellerín";"bench";"Right-Back";35
"Francis Coquelin";"bench";"Defensive Midfield";35
"Alex Iwobi";"bench";"Left Wing";35
"Theo Walcott";"bench";"Centre-Forward";35
"Danny Welbeck";"bench";"Right Wing";35
"Petr Cech";"starting";"Keeper";36
"Laurent Koscielny";"starting";"Centre-Back";36
"Rob Holding";"starting";"Centre-Back";36
"Nacho Monreal";"starting";"Centre-Back";36
"Granit Xhaka";"starting";"Defensive Midfield";36
"Aaron Ramsey";"starting";"Defensive Midfield";36
"Alex Oxlade-Chamberlain";"starting";"Right Midfield";36
"Kieran Gibbs";"starting";"Left Midfield";36
"Mesut Özil";"starting";"Attacking Midfield";36
"Alexis Sánchez";"starting";"Attacking Midfield";36
"Danny Welbeck";"starting";"Centre-Forward";36
"David Ospina";"bench";"Keeper";36
"Gabriel Paulista";"bench";"Centre-Back";36
"Héctor Bellerín";"bench";"Right-Back";36
"Francis Coquelin";"bench";"Defensive Midfield";36
"Alex Iwobi";"bench";"Left Wing";36
"Theo Walcott";"bench";"Right Wing";36
"Olivier Giroud";"bench";"Centre-Forward";36
"Petr Cech";"starting";"Keeper";37
"Laurent Koscielny";"starting";"Centre-Back";37
"Rob Holding";"starting";"Centre-Back";37
"Shkodran Mustafi";"starting";"Centre-Back";37
"Granit Xhaka";"starting";"Defensive Midfield";37
"Francis Coquelin";"starting";"Defensive Midfield";37
"Héctor Bellerín";"starting";"Right Midfield";37
"Nacho Monreal";"starting";"Left Midfield";37
"Mesut Özil";"starting";"Attacking Midfield";37
"Alexis Sánchez";"starting";"Attacking Midfield";37
"Olivier Giroud";"starting";"Centre-Forward";37
"David Ospina";"bench";"Keeper";37
"Gabriel Paulista";"bench";"Centre-Back";37
"Mohamed Elneny";"bench";"Defensive Midfield";37
"Aaron Ramsey";"bench";"Attacking Midfield";37
"Alex Iwobi";"bench";"Left Wing";37
"Theo Walcott";"bench";"Right Wing";37
"Danny Welbeck";"bench";"Centre-Forward";37
"Petr Cech";"starting";"Keeper";38
"Gabriel Paulista";"starting";"Centre-Back";38
"Laurent Koscielny";"starting";"Centre-Back";38
"Rob Holding";"starting";"Centre-Back";38
"Granit Xhaka";"starting";"Defensive Midfield";38
"Aaron Ramsey";"starting";"Defensive Midfield";38
"Héctor Bellerín";"starting";"Right Midfield";38
"Nacho Monreal";"starting";"Left Midfield";38
"Mesut Özil";"starting";"Attacking Midfield";38
"Alexis Sánchez";"starting";"Attacking Midfield";38
"Danny Welbeck";"starting";"Centre-Forward";38
"David Ospina";"bench";"Keeper";38
"Per Mertesacker";"bench";"Centre-Back";38
"Francis Coquelin";"bench";"Defensive Midfield";38
"Mohamed Elneny";"bench";"Defensive Midfield";38
"Alex Iwobi";"bench";"Attacking Midfield";38
"Theo Walcott";"bench";"Right Wing";38
"Olivier Giroud";"bench";"Centre-Forward";38
