"player";"lineup";"post";"matchday"
"Younès Belhanda";"starting";"Attacking Midfield";33
"Valentin Eysseric";"starting";"Left Wing";33
"Ricardo Pereira";"starting";"Right Wing";33
"Mickaël Le Bihan";"starting";"Centre-Forward";33
"Walter Benítez";"bench";"Keeper";33
"Malang Sarr";"bench";"Centre-Back";33
"Patrick Burner";"bench";"Right-Back";33
"Rémi Walter";"bench";"Defensive Midfield";33
"Bassem Srarfi";"bench";"Right Wing";33
"Vincent Marcel";"bench";"Right Wing";33
"Anastasios Donis";"bench";"Centre-Forward";33
"Yoan Cardinale";"starting";"Keeper";34
"Maxime Le Marchand";"starting";"Centre-Back";34
"Dante";"starting";"Centre-Back";34
"Dalbert";"starting";"Left-Back";34
"Arnaud Souquet";"starting";"Right-Back";34
"Jean Michaël Seri";"starting";"Central Midfield";34
"Vincent Koziello";"starting";"Central Midfield";34
"Ricardo Pereira";"starting";"Right Midfield";34
"Younès Belhanda";"starting";"Attacking Midfield";34
"Valentin Eysseric";"starting";"Left Wing";34
"Mickaël Le Bihan";"starting";"Centre-Forward";34
"Walter Benítez";"bench";"Keeper";34
"Malang Sarr";"bench";"Centre-Back";34
"Paul Baysse";"bench";"Centre-Back";34
"Rémi Walter";"bench";"Defensive Midfield";34
"Bassem Srarfi";"bench";"Right Wing";34
"Anastasios Donis";"bench";"Centre-Forward";34
"Mario Balotelli";"bench";"Centre-Forward";34
"Yoan Cardinale";"starting";"Keeper";35
"Dante";"starting";"Centre-Back";35
"Paul Baysse";"starting";"Centre-Back";35
"Dalbert";"starting";"Left-Back";35
"Arnaud Souquet";"starting";"Right-Back";35
"Jean Michaël Seri";"starting";"Central Midfield";35
"Vincent Koziello";"starting";"Central Midfield";35
"Ricardo Pereira";"starting";"Right Midfield";35
"Younès Belhanda";"starting";"Attacking Midfield";35
"Valentin Eysseric";"starting";"Left Wing";35
"Mario Balotelli";"starting";"Centre-Forward";35
"Walter Benítez";"bench";"Keeper";35
"Malang Sarr";"bench";"Centre-Back";35
"Rémi Walter";"bench";"Defensive Midfield";35
"Mounir Obbadi";"bench";"Central Midfield";35
"Bassem Srarfi";"bench";"Right Wing";35
"Anastasios Donis";"bench";"Centre-Forward";35
"Mickaël Le Bihan";"bench";"Centre-Forward";35
"Yoan Cardinale";"starting";"Keeper";36
"Dante";"starting";"Centre-Back";36
"Paul Baysse";"starting";"Centre-Back";36
"Dalbert";"starting";"Left-Back";36
"Arnaud Souquet";"starting";"Right-Back";36
"Jean Michaël Seri";"starting";"Central Midfield";36
"Vincent Koziello";"starting";"Central Midfield";36
"Ricardo Pereira";"starting";"Right Midfield";36
"Younès Belhanda";"starting";"Attacking Midfield";36
"Valentin Eysseric";"starting";"Left Wing";36
"Mario Balotelli";"starting";"Centre-Forward";36
"Walter Benítez";"bench";"Keeper";36
"Malang Sarr";"bench";"Centre-Back";36
"Rémi Walter";"bench";"Defensive Midfield";36
"Mounir Obbadi";"bench";"Central Midfield";36
"Bassem Srarfi";"bench";"Right Wing";36
"Anastasios Donis";"bench";"Centre-Forward";36
"Mickaël Le Bihan";"bench";"Centre-Forward";36
"Yoan Cardinale";"starting";"Keeper";37
"Dante";"starting";"Centre-Back";37
"Paul Baysse";"starting";"Centre-Back";37
"Malang Sarr";"starting";"Left-Back";37
"Arnaud Souquet";"starting";"Right-Back";37
"Jean Michaël Seri";"starting";"Central Midfield";37
"Vincent Koziello";"starting";"Central Midfield";37
"Younès Belhanda";"starting";"Attacking Midfield";37
"Vincent Marcel";"starting";"Left Wing";37
"Anastasios Donis";"starting";"Right Wing";37
"Mario Balotelli";"starting";"Centre-Forward";37
"Walter Benítez";"bench";"Keeper";37
"Patrick Burner";"bench";"Right-Back";37
"Rémi Walter";"bench";"Defensive Midfield";37
"Bassem Srarfi";"bench";"Right Wing";37
"Yoan Cardinale";"starting";"Keeper";38
"Maxime Le Marchand";"starting";"Centre-Back";38
"Malang Sarr";"starting";"Centre-Back";38
"Arnaud Souquet";"starting";"Centre-Back";38
"Rémi Walter";"starting";"Central Midfield";38
"Jean Michaël Seri";"starting";"Central Midfield";38
"Vincent Koziello";"starting";"Central Midfield";38
"Patrick Burner";"starting";"Right Midfield";38
"Dalbert";"starting";"Left Midfield";38
"Younès Belhanda";"starting";"Centre-Forward";38
"Anastasios Donis";"starting";"Centre-Forward";38
"Walter Benítez";"bench";"Keeper";38
"Gautier Lloris";"bench";"Centre-Back";38
"Ricardo Pereira";"bench";"Right-Back";38
"Hicham Mahou";"bench";"Right Wing";38
"Bassem Srarfi";"bench";"Right Wing";38
"Vincent Marcel";"bench";"Right Wing";38
"Alexy Bosetti";"bench";"Centre-Forward";38
