"player";"lineup";"post";"matchday"
"Kelechi Iheanacho";"bench";"Centre-Forward";33
"Willy Caballero";"starting";"Keeper";34
"Vincent Kompany";"starting";"Centre-Back";34
"Nicolás Otamendi";"starting";"Centre-Back";34
"Aleksandar Kolarov";"starting";"Left-Back";34
"Fernandinho";"starting";"Right-Back";34
"Yaya Touré";"starting";"Defensive Midfield";34
"David Silva";"starting";"Central Midfield";34
"Kevin De Bruyne";"starting";"Central Midfield";34
"Leroy Sané";"starting";"Left Wing";34
"Gabriel Jesus";"starting";"Right Wing";34
"Sergio Agüero";"starting";"Centre-Forward";34
"Angus Gunn";"bench";"Keeper";34
"John Stones";"bench";"Centre-Back";34
"Gaël Clichy";"bench";"Left-Back";34
"Pablo Zabaleta";"bench";"Right-Back";34
"Fernando";"bench";"Defensive Midfield";34
"Raheem Sterling";"bench";"Left Wing";34
"Jesús Navas";"bench";"Right Wing";34
"Willy Caballero";"starting";"Keeper";35
"Vincent Kompany";"starting";"Centre-Back";35
"Nicolás Otamendi";"starting";"Centre-Back";35
"Aleksandar Kolarov";"starting";"Centre-Back";35
"Fernandinho";"starting";"Defensive Midfield";35
"Aleix García";"starting";"Defensive Midfield";35
"Jesús Navas";"starting";"Right Midfield";35
"Gaël Clichy";"starting";"Left Midfield";35
"Kevin De Bruyne";"starting";"Attacking Midfield";35
"Sergio Agüero";"starting";"Centre-Forward";35
"Gabriel Jesus";"starting";"Centre-Forward";35
"Angus Gunn";"bench";"Keeper";35
"Bacary Sagna";"bench";"Right-Back";35
"Pablo Zabaleta";"bench";"Right-Back";35
"Fernando";"bench";"Defensive Midfield";35
"Leroy Sané";"bench";"Left Wing";35
"Raheem Sterling";"bench";"Right Wing";35
"Nolito";"bench";"Left Wing";35
"Willy Caballero";"starting";"Keeper";36
"Vincent Kompany";"starting";"Centre-Back";36
"Nicolás Otamendi";"starting";"Centre-Back";36
"Gaël Clichy";"starting";"Left-Back";36
"Fernandinho";"starting";"Right-Back";36
"Yaya Touré";"starting";"Defensive Midfield";36
"David Silva";"starting";"Central Midfield";36
"Kevin De Bruyne";"starting";"Central Midfield";36
"Raheem Sterling";"starting";"Left Wing";36
"Leroy Sané";"starting";"Right Wing";36
"Gabriel Jesus";"starting";"Centre-Forward";36
"Angus Gunn";"bench";"Keeper";36
"Aleksandar Kolarov";"bench";"Left-Back";36
"Bacary Sagna";"bench";"Right-Back";36
"Pablo Zabaleta";"bench";"Right-Back";36
"Fernando";"bench";"Defensive Midfield";36
"Jesús Navas";"bench";"Right Wing";36
"Kelechi Iheanacho";"bench";"Centre-Forward";36
"Willy Caballero";"starting";"Keeper";37
"Vincent Kompany";"starting";"Centre-Back";37
"Nicolás Otamendi";"starting";"Centre-Back";37
"Gaël Clichy";"starting";"Left-Back";37
"Fernandinho";"starting";"Right-Back";37
"Yaya Touré";"starting";"Defensive Midfield";37
"David Silva";"starting";"Central Midfield";37
"Kevin De Bruyne";"starting";"Central Midfield";37
"Leroy Sané";"starting";"Left Wing";37
"Raheem Sterling";"starting";"Right Wing";37
"Gabriel Jesus";"starting";"Centre-Forward";37
"Angus Gunn";"bench";"Keeper";37
"Aleksandar Kolarov";"bench";"Left-Back";37
"Pablo Zabaleta";"bench";"Right-Back";37
"Fernando";"bench";"Defensive Midfield";37
"Nolito";"bench";"Left Wing";37
"Jesús Navas";"bench";"Right Wing";37
"Sergio Agüero";"bench";"Centre-Forward";37
"Willy Caballero";"starting";"Keeper";38
"Vincent Kompany";"starting";"Centre-Back";38
"Nicolás Otamendi";"starting";"Centre-Back";38
"Gaël Clichy";"starting";"Left-Back";38
"Fernandinho";"starting";"Right-Back";38
"Yaya Touré";"starting";"Defensive Midfield";38
"David Silva";"starting";"Central Midfield";38
"Kevin De Bruyne";"starting";"Central Midfield";38
"Leroy Sané";"starting";"Left Wing";38
"Gabriel Jesus";"starting";"Right Wing";38
"Sergio Agüero";"starting";"Centre-Forward";38
"Angus Gunn";"bench";"Keeper";38
"John Stones";"bench";"Centre-Back";38
"Aleksandar Kolarov";"bench";"Left-Back";38
"Bacary Sagna";"bench";"Right-Back";38
"Raheem Sterling";"bench";"Left Wing";38
"Jesús Navas";"bench";"Right Wing";38
"Kelechi Iheanacho";"bench";"Centre-Forward";38
