Position,Age,End,Start,Value,Team,League
Defender,22,30/06/2018,31/05/2018,450000,Everton,Premier League
Defender,21,30/06/2020,31/05/2018,2700000,Everton,Premier League
Midfield,22,30/06/2018,10/01/2018,225000,Everton,Premier League
Midfield,20,30/06/2022,30/06/2018,6300000,Everton,Premier League
Midfield,26,30/06/2020,30/06/2018,9000000,Southampton,Premier League
Midfield,22,30/06/2021,31/05/2018,900000,Southampton,Premier League
Forward,22,30/06/2021,31/05/2018,2250000,Southampton,Premier League
Keeper,25,30/06/2018,31/05/2018,225000,Bournemouth,Premier League
Defender,19,NA,01/01/2018,-,Bournemouth,Premier League
Defender,21,30/06/2018,31/05/2018,225000,Bournemouth,Premier League
Midfield,29,30/06/2020,30/06/2018,6300000,Bournemouth,Premier League
Forward,29,30/06/2019,31/05/2018,2700000,Bournemouth,Premier League
Defender,17,30/06/2019,01/01/2018,225000,West Bromwich Albion,Premier League
Midfield,17,NA,31/05/2018,-,West Bromwich Albion,Premier League
Midfield,18,30/06/2019,31/05/2018,1350000,West Bromwich Albion,Premier League
Forward,20,30/06/2020,30/06/2019,630000,West Bromwich Albion,Premier League
Defender,18,30/06/2021,30/06/2018,4500000,West Ham,Premier League
Defender,21,30/06/2020,01/01/2018,900000,West Ham,Premier League
Midfield,21,30/06/2019,01/01/2018,450000,West Ham,Premier League
Midfield,30,30/06/2020,31/05/2018,6300000,West Ham,Premier League
Midfield,25,30/06/2020,30/06/2018,9000000,Leicester,Premier League
Midfield,20,30/06/2021,30/06/2018,5400000,Leicester,Premier League
Defender,25,30/06/2019,30/06/2018,2700000,Stoke City,Premier League
Defender,20,30/06/2019,31/05/2018,225000,Stoke City,Premier League
Midfield,25,30/06/2021,30/06/2018,10800000,Stoke City,Premier League
Forward,27,30/06/2020,30/06/2018,4500000,Stoke City,Premier League
Defender,22,30/06/2018,31/05/2018,68000,Crystal Palace,Premier League
Midfield,23,30/06/2018,31/05/2018,900000,Crystal Palace,Premier League
Forward,22,30/06/2018,28/02/2018,90000,Crystal Palace,Premier League
Defender,25,30/06/2019,30/06/2018,2250000,Swansea,Premier League
Midfield,22,30/06/2019,31/05/2018,1350000,Swansea,Premier League
Midfield,28,30/06/2020,30/06/2018,4050000,Swansea,Premier League
Forward,25,30/06/2020,30/06/2018,7200000,Swansea,Premier League
Defender,24,30/06/2018,31/05/2018,225000,Burnley,Premier League
Defender,23,NA,06/01/2018,225000,Burnley,Premier League
Forward,22,30/06/2018,31/05/2018,900000,Burnley,Premier League
Keeper,30,30/06/2019,30/06/2018,2700000,Watford,Premier League
Defender,24,30/06/2021,30/06/2018,1800000,Watford,Premier League
Midfield,30,30/06/2019,30/06/2018,4050000,Watford,Premier League
Forward,20,30/06/2020,30/06/2018,2700000,Watford,Premier League
Forward,21,30/06/2021,30/06/2018,1800000,Watford,Premier League
Keeper,25,30/06/2021,30/06/2018,4500000,Newcastle,Premier League
Midfield,25,30/06/2021,30/06/2018,2250000,Newcastle,Premier League
Forward,20,30/06/2020,01/01/2018,1350000,Newcastle,Premier League
Forward,21,30/06/2020,31/05/2018,450000,Newcastle,Premier League
Keeper,21,30/06/2021,31/05/2018,225000,Brighton,Premier League
Defender,21,30/06/2018,01/01/2018,90000,Brighton,Premier League
Midfield,24,30/06/2018,31/05/2018,675000,Brighton,Premier League
Midfield,26,30/06/2019,31/05/2018,2250000,Brighton,Premier League
Midfield,21,30/06/2020,31/12/2017,360000,Brighton,Premier League
Midfield,26,30/06/2018,31/05/2018,180000,Brighton,Premier League
Midfield,26,30/06/2018,02/01/2018,900000,Brighton,Premier League
Defender,21,30/06/2019,31/05/2018,225000,Huddersfield,Premier League
Midfield,22,30/06/2019,31/05/2018,225000,Huddersfield,Premier League
Midfield,27,30/06/2019,31/05/2018,450000,Huddersfield,Premier League
Forward,23,30/06/2018,31/05/2018,225000,Huddersfield,Premier League
Midfield,27,30/06/2021,30/06/2018,22500000,PSG,Ligue1
Midfield,24,30/06/2021,30/06/2018,6750000,PSG,Ligue1
Midfield,19,30/06/2019,30/06/2018,630000,PSG,Ligue1
Midfield,20,30/06/2021,30/06/2018,15300000,PSG,Ligue1
Forward,24,30/06/2019,30/06/2018,2250000,PSG,Ligue1
Forward,19,30/06/2020,30/06/2018,1350000,PSG,Ligue1
Defender,24,30/06/2018,30/06/2018,630000,Amiens,Ligue1
Midfield,20,30/06/2020,30/06/2018,900000,Amiens,Ligue1
Midfield,23,30/06/2019,30/06/2018,135000,Amiens,Ligue1
Forward,25,NA,30/06/2018,180000,Amiens,Ligue1
Defender,26,30/06/2017,30/06/2018,180000,Angers,Ligue1
Defender,21,30/06/2019,30/06/2019,135000,Angers,Ligue1
Midfield,26,30/06/2018,30/06/2018,180000,Angers,Ligue1
Forward,28,NA,30/06/2018,360000,Angers,Ligue1
Forward,21,30/06/2019,30/06/2019,270000,Angers,Ligue1
Keeper,20,30/06/2021,30/06/2018,720000,Bordeaux,Ligue1
Midfield,20,30/06/2020,30/06/2018,1130000,Bordeaux,Ligue1
Forward,24,30/06/2020,30/06/2018,7200000,Bordeaux,Ligue1
Forward,21,30/06/2019,30/06/2018,-,Bordeaux,Ligue1
Keeper,23,30/06/2019,30/06/2018,270000,Caen,Ligue1
Defender,29,30/06/2019,30/06/2018,1350000,Caen,Ligue1
Defender,25,30/06/2019,30/06/2018,540000,Caen,Ligue1
Forward,25,30/06/2020,30/06/2020,900000,Caen,Ligue1
Keeper,22,NA,30/06/2018,90000,Dijon,Ligue1
Midfield,22,30/06/2019,30/06/2018,270000,Dijon,Ligue1
Forward,23,NA,30/06/2018,225000,Dijon,Ligue1
Keeper,21,NA,NA,135000,Guingamp,Ligue1
Defender,30,30/06/2018,31/12/2017,1130000,Guingamp,Ligue1
Defender,22,30/06/2022,30/06/2018,225000,Guingamp,Ligue1
Midfield,19,30/06/2021,30/06/2018,135000,Guingamp,Ligue1
Keeper,22,30/06/2018,30/06/2018,135000,Lille,Ligue1
Defender,28,30/06/2019,30/06/2018,1170000,Lille,Ligue1
Defender,19,30/06/2021,30/06/2018,540000,Lille,Ligue1
Defender,22,30/06/2019,30/06/2018,135000,Lille,Ligue1
Midfield,22,NA,30/06/2018,1130000,Lille,Ligue1
Midfield,20,30/06/2019,30/06/2019,225000,Lille,Ligue1
Midfield,25,30/06/2020,30/06/2018,1580000,Lille,Ligue1
Midfield,20,30/06/2019,30/06/2018,360000,Lille,Ligue1
Forward,29,30/06/2020,30/06/2018,4500000,Lille,Ligue1
Defender,27,30/06/2020,30/06/2018,6750000,Olympique Lyon,Ligue1
Midfield,23,30/06/2020,30/06/2018,9900000,Olympique Lyon,Ligue1
Midfield,21,30/06/2019,30/06/2018,1130000,Olympique Lyon,Ligue1
Midfield,21,30/06/2019,30/06/2018,720000,Olympique Lyon,Ligue1
Forward,20,30/06/2021,30/06/2018,1800000,Olympique Lyon,Ligue1
Forward,21,30/06/2019,30/06/2018,900000,Olympique Lyon,Ligue1
Forward,21,30/06/2019,30/06/2019,270000,Olympique Lyon,Ligue1
Defender,32,30/06/2019,30/06/2018,1350000,Olympique Marseille,Ligue1
Midfield,27,30/06/2020,30/06/2018,6750000,Olympique Marseille,Ligue1
Midfield,22,30/06/2021,30/06/2018,720000,Olympique Marseille,Ligue1
Defender,19,30/06/2018,30/06/2018,225000,FC Metz,Ligue1
Midfield,20,NA,30/06/2018,135000,FC Metz,Ligue1
Midfield,21,30/06/2019,30/06/2018,540000,FC Metz,Ligue1
Midfield,21,30/06/2019,30/06/2018,450000,FC Metz,Ligue1
Midfield,22,30/06/2019,31/12/2017,405000,FC Metz,Ligue1
Forward,22,30/06/2020,30/06/2018,1350000,FC Metz,Ligue1
Keeper,23,30/06/2019,30/06/2018,1080000,AS Monaco,Ligue1
Defender,29,30/06/2018,30/06/2018,900000,AS Monaco,Ligue1
Defender,20,30/06/2020,30/06/2018,360000,AS Monaco,Ligue1
Midfield,21,30/06/2021,30/06/2018,2700000,AS Monaco,Ligue1
Midfield,22,30/06/2020,30/06/2018,360000,AS Monaco,Ligue1
Midfield,20,NA,30/06/2019,1800000,AS Monaco,Ligue1
Forward,18,30/06/2019,30/06/2018,31500000,AS Monaco,Ligue1
Forward,27,30/06/2018,30/06/2018,2250000,AS Monaco,Ligue1
Forward,20,30/06/2021,30/06/2018,225000,AS Monaco,Ligue1
Keeper,26,30/06/2019,30/06/2018,540000,Montpellier,Ligue1
Defender,20,30/06/2020,30/06/2018,-,Montpellier,Ligue1
Midfield,22,30/06/2022,30/06/2018,900000,Nantes,Ligue1
Forward,22,30/06/2020,30/06/2018,2250000,Nantes,Ligue1
Keeper,22,30/06/2019,30/06/2018,900000,OGC Nice,Ligue1
Defender,19,30/06/2021,30/06/2021,720000,OGC Nice,Ligue1
Midfield,22,30/06/2019,30/06/2018,900000,OGC Nice,Ligue1
Midfield,30,30/06/2019,30/06/2018,1800000,Stade Rennais,Ligue1
Midfield,26,30/06/2019,30/06/2018,1580000,Stade Rennais,Ligue1
Midfield,20,30/06/2021,30/06/2018,225000,Stade Rennais,Ligue1
Defender,23,30/06/2019,30/06/2018,1350000,AS Saint-Etienne,Ligue1
Midfield,19,30/06/2019,30/06/2018,540000,AS Saint-Etienne,Ligue1
Midfield,23,30/06/2020,30/06/2018,2700000,AS Saint-Etienne,Ligue1
Midfield,22,NA,30/06/2018,1350000,AS Saint-Etienne,Ligue1
Forward,26,30/06/2019,30/06/2018,4050000,AS Saint-Etienne,Ligue1
Defender,29,30/06/2019,30/06/2018,720000,RC Starsbourg,Ligue1
Defender,24,30/06/2021,30/06/2018,1800000,RC Starsbourg,Ligue1
Midfield,20,30/06/2019,30/06/2018,360000,RC Starsbourg,Ligue1
Midfield,23,30/06/2020,30/06/2018,900000,Toulouse,Ligue1
Midfield,22,NA,30/06/2018,135000,ES Troyes,Ligue1
Forward,21,NA,30/06/2018,-,ES Troyes,Ligue1
Defender,29,30/06/2019,30/06/2018,4500000,Real Madrid,LaLiga
Midfield,24,30/06/2020,30/06/2018,1800000,Real Madrid,LaLiga
Midfield,26,30/06/2021,30/06/2019,45000000,Real Madrid,LaLiga
Midfield,17,NA,31/07/2019,-,Real Madrid,LaLiga
Defender,22,30/06/2020,30/06/2019,4500000,FC Barcelona,LaLiga
Defender,27,30/06/2019,30/06/2018,1350000,FC Barcelona,LaLiga
Midfield,22,30/06/2019,30/06/2018,3150000,FC Barcelona,LaLiga
Midfield,22,30/06/2019,30/06/2018,8100000,FC Barcelona,LaLiga
Keeper,21,30/06/2022,30/06/2018,900000,Atletico Madrid,LaLiga
Defender,23,30/06/2019,30/06/2018,900000,Atletico Madrid,LaLiga
Midfield,22,NA,30/06/2018,360000,Atletico Madrid,LaLiga
Midfield,22,30/06/2021,30/06/2018,1350000,Atletico Madrid,LaLiga
Midfield,27,30/06/2022,31/12/2017,27000000,Atletico Madrid,LaLiga
Forward,20,30/06/2021,30/06/2018,7200000,Atletico Madrid,LaLiga
Forward,21,30/06/2019,30/06/2018,450000,Sevilla,LaLiga
Midfield,27,30/06/2021,30/06/2018,4500000,Villareal,LaLiga
Midfield,21,30/06/2021,30/06/2018,900000,Villareal,LaLiga
Midfield,20,30/06/2020,30/06/2018,540000,Villareal,LaLiga
Midfield,22,30/06/2021,30/06/2018,2250000,Villareal,LaLiga
Midfield,20,30/06/2018,30/06/2018,1350000,Villareal,LaLiga
Defender,21,30/06/2019,30/06/2018,540000,Real Sociedad,LaLiga
Defender,26,30/06/2019,30/06/2018,540000,Real Sociedad,LaLiga
Defender,25,30/06/2020,30/06/2018,1350000,Real Sociedad,LaLiga
Midfield,31,30/06/2019,30/06/2018,1350000,Real Sociedad,LaLiga
Midfield,20,30/06/2020,30/06/2018,720000,Real Sociedad,LaLiga
Keeper,22,30/06/2019,30/06/2018,540000,Athletic Bilbao,LaLiga
Defender,22,30/06/2018,30/06/2018,270000,Athletic Bilbao,LaLiga
Defender,22,30/06/2018,30/06/2018,270000,Athletic Bilbao,LaLiga
Midfield,21,30/06/2019,30/06/2018,1800000,Athletic Bilbao,LaLiga
Forward,19,30/06/2019,30/06/2018,630000,Athletic Bilbao,LaLiga
Keeper,31,30/06/2019,30/06/2018,1800000,Espanyol Barcelona,LaLiga
Defender,21,30/06/2020,30/06/2018,225000,Deportivo Alavés,LaLiga
Midfield,21,30/06/2020,30/06/2018,180000,Deportivo Alavés,LaLiga
Midfield,23,30/06/2020,30/06/2018,360000,Deportivo Alavés,LaLiga
Defender,24,30/06/2019,30/06/2018,270000,SD Eibar,LaLiga
Defender,22,30/06/2019,30/06/2018,720000,SD Eibar,LaLiga
Midfield,24,30/06/2019,30/06/2018,270000,SD Eibar,LaLiga
Midfield,24,30/06/2020,30/06/2018,450000,SD Eibar,LaLiga
Forward,22,30/06/2021,30/06/2018,630000,SD Eibar,LaLiga
Defender,24,30/06/2020,30/06/2018,900000,Malaga,LaLiga
Defender,29,30/06/2019,30/06/2018,720000,Malaga,LaLiga
Defender,20,30/06/2020,30/06/2018,360000,Malaga,LaLiga
Midfield,24,30/06/2020,30/06/2018,720000,Malaga,LaLiga
Forward,24,30/06/2020,30/06/2018,2250000,Malaga,LaLiga
Defender,28,30/06/2020,30/06/2018,5400000,Valencia,LaLiga
Defender,28,30/06/2020,31/12/2018,3150000,Valencia,LaLiga
Defender,23,30/06/2021,30/06/2018,18000000,Valencia,LaLiga
Midfield,23,30/06/2020,30/06/2018,2250000,Valencia,LaLiga
Midfield,22,30/06/2019,30/06/2018,270000,Valencia,LaLiga
Midfield,30,30/06/2019,30/06/2018,9000000,Valencia,LaLiga
Midfield,21,30/06/2020,30/06/2018,1800000,Valencia,LaLiga
Defender,22,30/06/2020,30/06/2018,900000,Celta de Vigo,LaLiga
Defender,24,30/06/2021,30/06/2018,450000,Celta de Vigo,LaLiga
Midfield,22,30/06/2019,30/06/2018,270000,Celta de Vigo,LaLiga
Midfield,29,30/06/2021,30/06/2018,2700000,Celta de Vigo,LaLiga
Midfield,21,30/06/2019,30/06/2018,2700000,Celta de Vigo,LaLiga
Forward,24,30/06/2019,30/06/2018,450000,Celta de Vigo,LaLiga
Midfield,21,30/06/2020,30/06/2018,1080000,UD Las Palmas,LaLiga
Forward,24,30/06/2020,30/06/2018,2250000,UD Las Palmas,LaLiga
Forward,25,30/06/2020,30/06/2018,1800000,UD Las Palmas,LaLiga
Defender,26,30/06/2021,30/06/2018,5400000,Real Betis,LaLiga
Midfield,25,30/06/2020,30/06/2018,3600000,Real Betis,LaLiga
Midfield,26,30/06/2020,31/12/2017,2700000,Real Betis,LaLiga
Midfield,25,30/06/2019,30/06/2018,135000,Real Betis,LaLiga
Forward,24,30/06/2021,30/06/2018,1800000,Real Betis,LaLiga
Forward,36,30/06/2019,31/12/2017,900000,Real Betis,LaLiga
Defender,22,30/06/2020,30/06/2018,900000,Deportivo Coruna,LaLiga
Midfield,32,30/06/2019,30/06/2018,900000,Deportivo Coruna,LaLiga
Defender,19,30/06/2022,30/06/2018,225000,CD Leganes,LaLiga
Midfield,20,30/06/2022,30/06/2018,225000,CD Leganes,LaLiga
Keeper,21,30/06/2020,30/06/2018,90000,Levante UD,LaLiga
Defender,26,30/06/2020,30/06/2018,450000,Levante UD,LaLiga
Midfield,30,30/06/2019,30/06/2018,1080000,Levante UD,LaLiga
Midfield,25,30/06/2019,30/06/2018,1620000,Levante UD,LaLiga
Midfield,24,30/06/2019,30/06/2018,1080000,Levante UD,LaLiga
Defender,24,30/06/2019,30/06/2018,540000,Girona,LaLiga
Midfield,26,30/06/2020,30/06/2018,450000,Girona,LaLiga
Forward,25,30/06/2019,30/06/2018,360000,Girona,LaLiga
Forward,32,30/06/2019,30/06/2018,360000,Girona,LaLiga
Keeper,32,30/06/2018,30/06/2018,450000,Getafe,LaLiga
Keeper,23,30/06/2020,30/06/2018,270000,Getafe,LaLiga
Midfield,20,30/06/2021,30/06/2018,450000,Getafe,LaLiga
Forward,27,30/06/2019,30/06/2018,900000,Getafe,LaLiga
Midfield,20,30/06/2021,30/06/2018,19800000,Bayern Munich,Bundesliga
Midfield,27,30/06/2020,30/06/2018,27000000,Bayern Munich,Bundesliga
Midfield,22,30/06/2020,30/06/2018,13500000,Bayern Munich,Bundesliga
Keeper,24,30/06/2019,30/06/2018,675000,RB Leipzig,Bundesliga
Defender,24,30/06/2020,30/06/2018,1350000,RB Leipzig,Bundesliga
Defender,25,30/06/2019,30/06/2018,720000,RB Leipzig,Bundesliga
Midfield,19,30/06/2021,30/06/2018,315000,RB Leipzig,Bundesliga
Midfield,19,30/06/2021,30/06/2018,90000,RB Leipzig,Bundesliga
Midfield,22,30/06/2019,30/06/2018,450000,RB Leipzig,Bundesliga
Midfield,24,30/06/2019,30/06/2018,1800000,RB Leipzig,Bundesliga
Forward,28,30/06/2018,30/06/2018,900000,RB Leipzig,Bundesliga
Forward,19,30/06/2020,30/06/2019,135000,RB Leipzig,Bundesliga
Defender,19,30/06/2021,30/06/2019,2700000,Borussia Dortmund,Bundesliga
Midfield,21,30/06/2021,30/06/2018,2250000,Borussia Dortmund,Bundesliga
Midfield,19,30/06/2019,30/06/2018,225000,Borussia Dortmund,Bundesliga
Keeper,22,30/06/2019,30/06/2018,630000,Hoffenheim,Bundesliga
Defender,20,30/06/2020,30/06/2018,180000,Hoffenheim,Bundesliga
Midfield,22,30/06/2019,30/06/2018,720000,Hoffenheim,Bundesliga
Midfield,22,30/06/2020,30/06/2018,1130000,Hoffenheim,Bundesliga
Midfield,22,NA,31/12/2017,450000,Hoffenheim,Bundesliga
Forward,21,30/06/2020,30/06/2018,1130000,Hoffenheim,Bundesliga
Forward,24,30/06/2019,30/06/2018,720000,Hoffenheim,Bundesliga
Forward,21,NA,NA,180000,Hoffenheim,Bundesliga
Keeper,22,30/06/2019,30/06/2018,315000,Hertha BSC,Bundesliga
Keeper,20,30/06/2019,30/06/2018,225000,Hertha BSC,Bundesliga
Defender,21,30/06/2019,30/06/2018,270000,Freibrug,Bundesliga
Midfield,22,30/06/2019,30/06/2018,810000,Freibrug,Bundesliga
Midfield,23,30/06/2019,30/06/2018,315000,Freibrug,Bundesliga
Midfield,25,30/06/2019,30/06/2018,270000,Freibrug,Bundesliga
Defender,28,30/06/2019,30/06/2018,1350000,Werder Bremen,Bundesliga
Defender,21,30/06/2019,30/06/2018,450000,Werder Bremen,Bundesliga
Midfield,26,30/06/2019,30/06/2018,720000,Werder Bremen,Bundesliga
Midfield,28,30/06/2019,30/06/2018,900000,Werder Bremen,Bundesliga
Forward,25,30/06/2019,30/06/2018,675000,Werder Bremen,Bundesliga
Midfield,20,30/06/2022,30/06/2018,405000,Borussia Mönchengladbach,Bundesliga
Midfield,20,30/06/2019,30/06/2018,90000,Borussia Mönchengladbach,Bundesliga
Defender,29,30/06/2020,30/06/2018,16200000,Schalke 04,Bundesliga
Defender,19,30/06/2020,30/06/2018,90000,Schalke 04,Bundesliga
Midfield,24,30/06/2019,30/06/2018,9000000,Schalke 04,Bundesliga
Midfield,20,30/06/2020,30/06/2018,270000,Schalke 04,Bundesliga
Forward,19,30/06/2020,30/06/2018,180000,Schalke 04,Bundesliga
Defender,26,30/06/2021,30/06/2018,10800000,Bayer 04 Leverkusen,Bundesliga
Midfield,25,30/06/2020,30/06/2018,900000,Augsburg,Bundesliga
Forward,23,30/06/2020,30/06/2018,113000,Augsburg,Bundesliga
Midfield,21,30/06/2020,30/06/2018,3600000,Hamburger,Bundesliga
Midfield,20,30/06/2020,30/06/2018,360000,Hamburger,Bundesliga
Midfield,20,30/06/2020,30/06/2019,180000,Hamburger,Bundesliga
Forward,25,30/06/2019,30/06/2018,1800000,Hamburger,Bundesliga
Forward,21,30/06/2019,30/06/2018,540000,Hamburger,Bundesliga
Keeper,28,30/06/2019,30/06/2018,1350000,Mainz,Bundesliga
Midfield,22,30/06/2020,30/06/2018,900000,Mainz,Bundesliga
Midfield,22,30/06/2019,30/06/2018,315000,Mainz,Bundesliga
Midfield,21,30/06/2019,30/06/2018,270000,Mainz,Bundesliga
Forward,21,30/06/2021,30/06/2018,450000,Mainz,Bundesliga
Midfield,22,30/06/2020,30/06/2018,1800000,Wolfsburg,Bundesliga
Midfield,20,30/06/2019,30/06/2018,135000,Wolfsburg,Bundesliga
Midfield,19,30/06/2021,30/06/2018,2700000,Wolfsburg,Bundesliga
Midfield,19,30/06/2020,30/06/2018,225000,Wolfsburg,Bundesliga
Defender,19,30/06/2020,30/06/2018,1800000,Stuttgart,Bundesliga
Defender,23,30/06/2020,30/06/2018,1130000,Stuttgart,Bundesliga
Midfield,19,NA,30/06/2018,90000,Stuttgart,Bundesliga
Midfield,22,30/06/2019,30/06/2018,630000,Stuttgart,Bundesliga
Midfield,32,30/06/2019,30/06/2018,675000,Stuttgart,Bundesliga
Forward,24,30/06/2019,30/06/2018,360000,Stuttgart,Bundesliga
Defender,21,30/06/2020,30/06/2018,68000,Hannover,Bundesliga
Midfield,22,30/06/2019,30/06/2018,450000,Hannover,Bundesliga
Forward,22,30/06/2019,30/06/2018,540000,Hannover,Bundesliga
Forward,20,30/06/2019,30/06/2018,158000,Hannover,Bundesliga
